GeneSymbol,EntrezID
DCUN1D3,123879
DNAH3,55567
ZP2,7783
CRYM,1428
NPIPL3,23117
IGSF6,10261
RRN3P1,730092
PDZD9,255762
RRN3P3,100131998
USP31,57478
COG7,91949
GGA2,23062
EARS2,124454
NDUFAB1,4706
PALB2,79728
ERN2,10595
FLJ45256,400511
ARHGAP17,55114
NSMCE1,197370
GTF3C1,2975
GSG1L,146395
XPO6,23214
EIF3C,8663
CCDC101,112869
APOB48R,55911
TUFM,7284
RABEP2,79874
BOLA2,552900
C16orf54,283897
CDIPT,10423
SEZ6L2,26470
KCTD13,253980
HIRIP3,8479
DOC2A,8448
FAM57B,83723
TBX6,6911
YPEL3,83719
GDPD3,79153
MAPK3,5595
SMG1,23049
CD2BP2,10421
TBC1D10B,26000
1-Sep,1731
DCTPP1,79077
SEPHS2,22928
ZNF768,79724
ZNF747,65988
ZNF764,92595
ZNF688,146542
ZNF785,146540
ZNF689,115509
BCL7C,9274
NCRNA00095,283932
STX1B,112755
STX1B,112755
ZNF668,79759
VKORC1,79001
PRSS8,5652
PRSS36,146547
PYCARD,29108
PYDC1,260434
COX6A2,1339
ZNF843,283933
C16orf58,64755
VN1R3,317702
TP53TG3,24150
SLC6A10P,386757
TP53TG3,24150
ANKRD26P1,124149
SHCBP1,79801
VPS35,55737
MYLK3,91807
C16orf87,388272
DNAJA2,10294
NETO2,81831
ITFG1,81533
ABCC12,94160
ABCC11,85320
SIAH1,6477
N4BP1,9683
CBLN1,869
ZNF423,23090
BRD7,29117
SNX20,124460
SALL1,6299
CHD9,80205
AKTIP,64400
IRX3,79191
CES1,1066
CES5A,221223
AMFR,267
NUDT21,11051
BBS2,583
MT1G,4495
FAM192A,80011
PLLP,51090
CIAPIN1,57019
DOK4,55715
CCDC102A,92922
KIFC3,3801
CNGB1,1258
C16orf80,29105
CSNK2A2,1459
PRSS54,221191
CNOT1,23019
SLC38A7,55238
GOT2,2806
CDH8,1006
CDH11,1009
FLJ27243,400539
TK2,7084
CMTM4,146223
DYNC1LI2,1783
CCDC79,283847
NAE1,8883
CDH16,1014
RRAD,6236
FAM96B,51647
B3GNT9,84752
TRADD,8717
EXOC3L,283849
LRRC29,26231
FHOD1,29109
TPPP3,51673
ZDHHC1,29800
ATP6V0D1,9114
AGRP,181
ACD,65057
C16orf48,84080
GFOD2,81577
RANBP10,57610
CENPT,80152
CTRL,1506
PSMB10,5699
LCAT,3931
SLC12A4,6560
DPEP3,64180
DPEP2,64174
DDX28,55794
ESRP2,80004
SLC7A6OS,84138
SMPD3,55512
CHTF8,54921
COG8,84342
TMED6,146456
TERF2,7014
NQO1,1728
NOB1,28987
EXOSC6,118460
AARS,16
ST3GAL2,6483
COG4,25839
MTSS1L,92154
VAC14,55697
HYDIN,54768
FTSJD1,55783
ZNF23,7571
ZNF19,7567
TAT,6898
AP1G1,164
ZNF821,55565
PKD1L3,342372
TXNL4B,54957
PMFBP1,83449
ZFHX3,463
C16orf47,388289
CLEC18B,497190
GLG1,2734
RFWD3,55159
MLKL,197259
FA2H,79152
WDR59,79726
LDHD,197257
CTRB2,440387
BCAR1,9564
CFDP1,10428
TMEM170A,124491
CHST6,4166
TMEM231,79583
ADAT1,23536
KARS,3735
ADAMTS18,170692
MAF,4094
CDYL2,124359
C16orf61,56942
C16orf46,123775
GCSH,2653
PKD1L2,114780
GAFA2,100130322
SDR42E1,93517
MPHOSPH6,10200
MBTPS1,8720
HSDL1,83693
TAF1C,9013
KCNG4,93107
KIAA1609,57707
COTL1,23406
ZDHHC7,55625
FAM92B,339145
GINS2,51659
C16orf74,404550
COX4NB,10328
MTHFSD,64779
LOC100288525,100288525
FBXO31,79791
ZCCHC14,23174
KLHDC4,54758
SLC7A5,8140
CA5A,763
C16orf85,400555
CYBA,1535
MVD,4597
RNF166,115992
FAM38A,9780
APRT,353
GALNS,2588
CBFA2T3,863
ANKRD11,29123
CHMP1A,5119
SPATA2L,124044
C16orf7,9605
FANCA,2175
CENPBD1,92806
DBNDD1,79007
C16orf3,750
PRDM7,11105
C17orf97,400566
FAM57A,79850
ELP2P,100131454
RNMTL1,55178
TIMM22,29928
TUSC5,286753
WDR81,124997
SERPINF2,5345
SERPINF1,5176
RPA1,6117
DPH1,1801
HIC1,3090
SRR,63826
SGSM2,9905
RAP1GAP2,23108
OR1A2,26189
OR1A1,8383
OR3A4,390756
OR3A3,8392
ASPA,443
CTNS,1497
TMEM93,83460
GSG2,83903
CYB5D2,124936
SPNS3,201305
SMTNL2,342527
ARRB2,409
MED11,400569
ZMYND15,84225
TM4SF5,9032
PSMB6,5694
PLD2,5338
MINK1,50488
GP1BA,2811
RNF167,26001
ENO3,2027
KIF1C,10749
ZFP3,124961
USP6,9098
LOC100130950,100130950
RABEP1,9135
RPAIN,84268
MIS12,79003
WSCD1,23302
FAM64A,54478
TXNDC17,84817
XAF1,54739
FBXO39,162517
ALOX12,239
RNASEK,440400
C17orf49,124944
BCL6B,255877
SLC16A13,201232
ACADVL,37
C17orf81,23587
SLC2A4,6517
EIF5A,1984
ACAP1,9744
KCTD11,147040
TMEM95,339168
TNK1,8711
NLGN2,57555
SPEM1,374768
SPEM1,374768
C17orf74,201243
TMEM102,284114
FGF11,2256
CHRNB1,1140
POLR2A,5430
TNFSF12-TNFSF13,407977
SENP3,26168
EIF4A1,1973
CD68,968
MPDU1,9526
SHBG,6462
ATP1B2,482
WRAP53,55135
EFNB3,1949
DNAH2,146754
KDM6B,23135
CYB5D1,124637
CHD3,1107
CNTROB,116840
GUCY2D,3000
ALOX15B,247
PFAS,5198
RANGRF,29098
ARHGEF15,22899
ODF4,146852
NDEL1,81565
NTN1,9423
WDR16,146845
GLP2R,9340
C17orf48,56985
SHISA6,388336
SHISA6,388336
DNAH9,1770
MAP2K4,6416
FLJ34690,284034
MYOCD,93649
ARHGAP44,9912
COX10,1352
HS3ST3B1,9953
ZNF286A,57335
TBC1D26,353149
ADORA2B,136
TTC19,54902
PIGL,9487
UBB,7314
TRPV2,51393
SNORD49A,26800
CCDC144A,9720
MPRIP,23164
NT5M,56953
MED9,55090
RAI1,10743
LRRC48,83450
C17orf39,79018
DRG2,1819
MYO15A,51168
ALKBH5,54890
LLGL1,3996
SMCR7,125170
SMCR8,140775
FLJ35934,400579
LGALS9C,654346
FBXW10,10517
FAM18B1,51030
PRPSAP2,5636
SLC5A10,125206
EPN2,22905
MAPK7,5598
RNF112,7732
SLC47A1,55244
ALDH3A2,224
SPECC1,92521
LOC100131943,100131943
DHRS7B,25979
MAP2K3,5606
KCNJ12,3768
FAM27L,284123
WSB1,26118
LGALS9,3965
NLK,51701
PYY2,23615
PPY2,23614
TMEM97,27346
TNFAIP1,7126
TMEM199,147007
SARM1,23098
RPS7,6201
SLC13A2,9058
FOXN1,8456
SUPT6H,6830
RPL23A,6147
NEK8,284086
TRAF4,9618
ERAL1,26284
PIPOX,51268
CRYBA1,1411
TAOK1,57551
TP53I13,90313
ANKRD13B,124930
EFCAB5,374786
CCDC55,84081
CPD,1362
GOSR1,9527
TBC1D29,26083
LRRC37BP1,147172
SUZ12P,440423
RAB11FIP4,84440
ATAD5,79915
ADAP2,55803
RNF135,84282
RPL41,6171
NF1,4763
SUZ12,23512
LRRC37BP1,147172
RHOT1,55288
RHBDL3,162494
ZNF207,7756
PSMD11,5717
CDK5R1,8851
TMEM98,26022
SPACA3,124912
CCL7,6354
CCL11,6356
CCL8,6355
CCL13,6357
TMEM132E,124842
ZNF830,91603
LIG3,3980
FNDC8,54752
UNC45B,146862
SLFN5,162394
AP2B1,163
RASL10B,91608
C17orf50,146853
TAF15,8148
CCL18,6362
CCL4,6351
CCL4,6351
CCL4,6351
ZNHIT3,9326
PIGW,284098
GGNBP2,79893
DHRS11,79154
MRM1,79922
LHX1,3975
AATF,26574
C17orf78,284099
TADA2A,6871
DUSP14,11072
TBC1D3C,414060
MRPL45,84311
MLLT6,4302
PSMB3,5691
LASP1,3927
FLJ43826,342666
RPL19,6143
CDK12,51755
PPP1R1B,84152
STARD3,10948
TCAP,8557
PNMT,5409
ERBB2,2064
ZPBP2,124626
GSDMA,284110
PSMD3,5709
CSF3,1440
THRA,7067
CASC3,22794
RAPGEFL1,51195
CDC6,990
RARA,5914
IGFBP4,3487
TMEM99,147184
KRTAP4-7,100132476
KRTAP9-2,83899
KRTAP9-3,83900
KRTAP9-8,83901
KRTAP9-4,85280
EIF1,10209
GAST,2520
FKBP10,60681
KLHL10,317719
TTC25,83538
CNP,1267
NKIRAS2,28511
HSPB9,94086
STAT5A,6776
ATP6V0A1,535
NAGLU,4669
HSD17B1,3292
COASY,80347
MLX,6945
TUBG1,7283
TUBG2,27175
CNTNAP1,8506
RAMP2,10266
VPS25,84313
WNK4,65266
CNTD1,124817
PSME3,10197
AOC2,314
AOC3,8639
G6PC,2538
RUNDC1,146923
RPL27,6155
IFI35,3430
RND2,8153
NBR2,10230
NBR1,4077
TMEM106A,113277
ARL4D,379
DHX8,1659
CD300LG,146894
C17orf88,23591
NAGS,162417
G6PC3,92579
C17orf53,78995
ASB16,92591
TMUB2,79089
RUNDC3A,10900
GRN,2896
FZD2,2535
DBF4B,80174
DBF4B,80174
ADAM11,4185
HIGD1B,51751
CCDC103,388389
NMT1,4836
ACBD4,79777
HEXIM1,10614
HEXIM2,124790
FMNL1,752
MGC57346,401884
CRHR1,1394
IMP5,162540
MAPT,4137
STH,246744
LRRC37A,9884
LRRC37A2,474170
NSF,4905
WNT9B,7484
GOSR2,9570
MYL4,4635
ITGB3,3690
C17orf57,124989
NPEPPS,9520
KPNB1,3837
TBKBP1,9755
TBX21,30009
LRRC46,90506
SP2,6668
PNPO,55163
CDK5RAP3,80279
NFE2L1,4779
SNX11,29916
LOC404266,404266
CALCOCO2,10241
ATP5G1,516
UBE2Z,65264
IGF2BP1,10642
B4GALNT2,124872
ABI3,51225
NGFR,4804
NXPH3,11248
MYST2,11143
DLX4,1748
ITGA3,3675
PDK2,5164
SGCA,6442
TMEM92,162461
XYLT2,64132
EME1,146956
ACSF2,80221
RSAD1,55316
MYCBPAP,84073
EPN3,55040
SPATA20,64847
CACNA1G,8913
ABCC3,8714
LUC7L3,51747
WFIKKN2,124857
NME1,4830
NME2,4831
UTP18,51096
FLJ42842,440446
KIF2B,84643
TOM1L1,10040
TOM1L1,10040
STXBP4,252983
HLF,3131
PCTP,58488
ANKFN1,162282
NOG,9241
DGKE,8526
SCPEP1,59342
AKAP1,8165
MSI2,124540
FLJ11710,79904
DYNLL2,140735
OR4D1,26689
EPX,8288
OR4D2,124538
LPO,4025
RAD51C,5889
PPM1E,22843
TMEM49,81671
PRR11,55771
C17orf71,55181
GDPD1,284161
YPEL2,388403
DHX40,79665
CLTC,1213
RPS6KB1,6198
CA4,762
C17orf64,124773
PPM1D,8493
BCAS3,54828
TBX2,6909
TBX4,9496
C17orf82,388407
EFCAB3,146779
METTL2A,339175
TLK2,11011
MRC2,9902
ACE,1636
KCNH6,81033
DCAF7,10238
TACO1,51204
MAP3K3,4215
DDX42,11325
PSMC5,5705
CCDC45,90799
RGS9,8787
PRKCA,5578
CACNG5,27091
CACNG4,27092
CACNG1,786
PITPNC1,26207
NOL11,25926
BPTF,2186
KPNA2,3838
LOC440461,440461
AMZ2,51321
ARSG,22901
PRKAR1A,5573
MAP2K6,5608
KCNJ16,3773
KCNJ2,3759
SOX9,6662
SSTR2,6752
COG1,9382
C17orf80,55028
RPL38,6169
TTYH2,94015
DNAI2,64446
KIF19,124602
GPR142,350383
GPRC5C,55890
CD300A,11314
C17orf77,146723
RAB37,326624
SLC9A3R1,9368
TMEM104,54868
OTOP2,92736
OTOP3,347741
CDR2L,30850
ICT1,3396
KCTD2,23510
SLC16A5,9121
ARMC7,79637
NUP85,79902
MRPS7,51081
KIAA0195,9772
TSEN54,283989
LLGL2,3993
MYO15B,80022
LOC643008,643008
SAP30BP,29115
ITGB4,3691
C17orf106,100134934
CDK3,1018
GALR2,8811
ZACN,353174
FAM100B,283991
SPHK1,8877
AANAT,15
MFSD11,79157
MGAT5B,146664
SEC14L1,6397
9-Sep,10801
TNRC6C,57690
TMC8,147138
C17orf99,100141515
SYNGR2,9144
BIRC5,332
PGS1,9489
C1QTNF1,114897
ENGASE,64772
ENPP7,339221
CBX2,84733
CCDC40,55036
GAA,2548
CARD14,79092
SLC26A11,284129
RNF213,57674
RNF213,57674
FLJ35220,284131
RPTOR,57521
CHMP6,79643
LOC100129503,100129503
BAIAP2,10458
LOC388428,388428
BAHCC1,57597
FSCN2,25794
TSPAN10,83882
CCDC137,339230
HGS,9146
MRPL12,6182
SLC25A10,1468
ANAPC11,51529
NPB,256933
ASPSCR1,79058
LRRC45,201255
RAC3,5881
GPS1,2873
SLC16A3,9123
TEX19,400629
UTS2R,2837
HEXDC,284004
NARF,26502
FOXK2,3607
FN3KRP,79672
FN3K,64122
TBCD,6904
METRNL,284207
RPH3AL,9501
VPS53,55275
VPS53,55275
GEMIN4,50628
GLOD4,51031
NXN,64359
ABR,29
YWHAE,7531
CRK,1398
MYO1C,4641
INPP5K,51763
PITPNA,5306
SLC43A2,124935
SCARF1,8578
RILP,83547
PRPF8,10594
C17orf91,84981
SMYD4,114826
RTN4RL1,146760
SMG6,23293
TSR1,55720
MNT,4335
METT10D,79066
KIAA0664,23277
OR1D5,8386
OR1D2,4991
OR1G1,8390
OR3A2,4995
OR3A1,4994
OR1E1,8387
OR1E2,8388
SPATA22,84690
TRPV3,162514
TRPV1,7442
SHPK,23729
TAX1BP3,30851
P2RX5,5026
ITGAE,3682
C17orf85,55421
CAMKK1,84254
P2RX1,5023
ATP2A3,489
ZZEF1,23140
ANKFY1,51479
UBE2G1,7326
MYBBP1A,10514
GGT6,124975
ALOX15,246
PELP1,27043
CXCL16,58191
VMO1,284013
CHRNE,1145
SLC25A11,8402
PFN1,5216
SPAG7,9552
CAMTA2,23125
INCA1,388324
GPR172B,55065
ZNF232,7775
C17orf87,388325
NUP88,4927
C1QBP,708
DHX33,56919
DERL2,51009
NLRP1,22861
AIPL1,23746
PITPNM3,83394
KIAA0753,9851
MED31,51003
SLC13A5,284111
TEKT1,83659
CLEC10A,10462
ASGR2,433
ASGR1,432
DLG4,1742
DVL2,1856
PHF23,79142
GABARAP,11337
CTDNEP1,23399
CLDN7,1366
YBX2,51087
NEURL4,84461
PLSCR3,57048
C17orf61,254863
ZBTB4,57659
SOX15,6665
FXR2,9513
SAT2,112483
TP53,7157
LSMD1,84316
KCNAB3,9196
TRAPPC1,58485
ALOX12B,242
ALOXE3,59344
HES7,84667
PER1,5187
VAMP2,6844
TMEM107,84314
C17orf59,54785
AURKB,9212
C17orf44,284029
C17orf68,80169
SLC25A35,399512
KRBA2,124751
RPL26,6154
MYH10,4628
CCDC42,146849
MFSD6L,162387
PIK3R5,23533
STX8,9482
RCVRN,5957
GAS7,8522
MYH13,8735
MYH8,4626
MYH4,4622
MYH1,4619
MYH2,4620
MYH3,4621
SCO1,6341
TMEM220,388335
ZNF18,7566
ELAC2,60528
HS3ST3A1,9955
FLJ45831,400576
PMP22,5376
TEKT3,64518
CDRT4,284040
FAM18B2,201158
FBXW10,10517
CDRT1,374286
TRIM16,10626
NCOR1,9611
UBE2S,27338
CENPV,201161
C17orf76,388341
ZNF287,57336
ZNF624,57547
TNFRSF13B,23495
PLD6,201164
FLCN,201163
COPS3,8533
RPL13,6137
RASD1,51655
PEMT,10400
SMCR5,140771
SREBF1,6720
TOM1L2,146691
TOM1L2,146691
ATPAF2,91647
FLII,2314
TOP3A,7156
SHMT1,6470
USP6,9098
FAM106A,80039
CCDC144B,284047
FOXO3B,2310
SLC5A10,125206
GRAP,10750
GRAPL,400581
B9D1,27077
MFAP4,4239
RPS2,6187
SLC47A2,146802
ALDH3A1,218
ULK2,9706
AKAP10,11216
RNFT1,51136
CCDC144NL,339184
TMEM11,8834
C17orf103,256302
NOS2,4843
C17orf108,201229
FLJ40504,284085
IFT20,90410
POLDIP2,26073
VTN,7448
SLC46A1,113235
UNC119,9094
PIGS,94005
ALDOC,230
SPAG5,10615
SGK494,124923
KIAA0100,9703
SDF2,6388
PROCA1,147011
RAB34,83871
TLCD1,116238
C17orf63,55731
FLOT2,2319
DHRS13,147015
PHF12,57649
SEZ6,124925
MYO18A,399687
NUFIP2,57532
ABHD15,116236
GIT1,28964
CORO6,84940
SSH2,85464
SLC6A4,6532
BLMH,642
TMIGD1,388364
CRLF3,51379
C17orf42,79736
OMG,4974
EVI2B,2124
EVI2A,2123
C17orf79,55352
UTP6,55813
C17orf75,64149
MYO1D,4642
ACCN1,40
CCL1,6346
C17orf102,400591
CCT6B,10693
RFFL,117584
RAD51L3,5892
NLE1,54475
AMAC1,146861
SLFN11,91607
SLFN12,55106
SLFN13,146857
PEX12,5193
GAS2L2,246176
MMP28,79148
C17orf66,256957
CCL5,6352
RDM1,201299
LYZL6,57151
CCL16,6360
CCL14-CCL15,348249
CCL23,6368
CCL3,6348
TBC1D3B,414059
CCL3L1,6349
TBC1D3C,414060
CCL3L1,6349
TBC1D3G,654341
MYO19,80179
ACACA,31
SYNRG,11276
DDX52,11056
HNF1B,6928
TBC1D3C,414060
GPR179,440435
SRCIN1,80725
MLLT6,4302
PCGF2,7703
PIP4K2B,8396
CWC25,54883
RPL23,9349
PLXDC1,57125
CACNB1,782
STAC2,342667
FBXL20,84961
MED1,5469
NEUROD2,4761
PGAP3,93210
C17orf37,84299
IKZF3,22806
GSDMB,55876
ORMDL3,94103
MED24,9862
NR1D1,9572
GJD3,125111
TOP2A,7153
TNS4,84951
CCR7,1236
SMARCE1,6605
KRT222,125113
KRT24,192666
KRT25,147183
KRT26,353288
KRT27,342574
KRT28,162605
KRT10,3858
KRT12,3859
KRT20,54474
KRT23,25984
KRT39,390792
KRT40,125115
KRTAP3-3,85293
KRTAP3-2,83897
KRTAP3-1,83896
KRTAP1-5,83895
KRTAP1-1,81851
KRTAP2-2,728279
KRTAP2-4,85294
KRTAP4-11,653240
KRTAP4-12,83755
KRTAP16-1,100288060
KRTAP4-5,85289
KRTAP4-2,85291
KRTAP4-1,85285
KRTAP17-1,83902
KRT33A,3883
KRT33B,3884
KRT34,3885
KRT31,3881
KRT37,8688
KRT38,8687
KRT32,3882
KRT35,3886
KRT36,8689
KRT13,3860
KRT15,3866
KRT19,3880
KRT9,3857
KRT14,3861
KRT16,3868
KRT17,3872
HAP1,9001
JUP,3728
LEPREL4,10609
NT5C3L,115024
KLHL11,55175
ACLY,47
DNAJC7,7266
ZNF385C,201181
DHX58,79132
KAT2A,2648
RAB5C,5878
KCNH4,23415
HCRT,3060
GHDC,84514
STAT5B,6777
STAT3,6774
PTRF,284119
PSMC3IP,29893
FAM134C,162427
PLEKHH3,79990
CCR10,2826
EZH1,2145
CCDC56,28958
BECN1,8678
LOC388387,388387
AARSD1,80755
VAT1,10493
BRCA1,672
ETV4,2118
MEOX1,4222
SOST,50964
DUSP3,1845
MPP3,4356
MPP2,4355
PPY,5539
PYY,5697
TMEM101,84336
LSM12,124801
HDAC5,10014
C17orf65,339201
UBTF,7343
SLC4A1,6521
SLC25A39,51629
FAM171A2,284069
ITGA2B,3674
GPATCH8,23131
CCDC43,124808
GJC1,10052
EFTUD2,9343
GFAP,2670
C1QL1,10882
DCAKD,79877
PLCD3,113026
C17orf46,124783
MAP3K14,9020
ARHGAP27,201176
SH3D20,201175
PLEKHM1,9842
LRRC37A4,55073
KIAA1267,284058
ARL17A,51326
ARL17A,51326
WNT3,7473
RPRML,388394
CDC27,996
OSBPL7,114881
MRPL10,124995
SCRN2,90507
SP6,80320
PRR15L,79170
COPZ2,51226
CBX1,10951
SKAP1,8631
HOXB1,3211
HOXB2,3212
HOXB3,3213
HOXB4,3214
HOXB5,3215
HOXB6,3216
HOXB7,3217
HOXB8,3218
HOXB9,3219
PRAC,84366
HOXB13,10481
TTLL6,284076
SNF8,11267
GIP,2695
GNGT2,2793
PHOSPHO1,162466
ZNF652,22834
PHB,5245
EIF4E,1977
SPOP,8405
SLC35B1,10237
FAM117A,81558
TAC4,255061
DLX3,1747
SAMD14,201191
PPP1R9B,84687
HILS1,373861
COL1A1,1277
MRPL27,51264
LRRC59,55379
CHAD,1101
ANKRD40,91369
C17orf73,55018
TOB1,10140
SPAG9,9043
MBTD1,54799
CA10,56934
COX11,1353
MMD,23531
TMEM100,55273
TRIM25,7706
COIL,8161
MRPS23,51649
CUEDC1,404093
VEZF1,7716
SRSF1,6426
MKS1,54903
MPO,4353
BZRAP1,9256
SUPT4H1,6827
RNF43,54894
MTMR4,9110
4-Sep,5414
C17orf47,284083
TEX14,56155
TRIM37,4591
SKA2,348235
PTRH2,51651
TUBD1,51174
HEATR6,63897
USP32,84669
APPBP2,10513
NACA2,342538
BRIP1,83990
INTS2,57508
MED13,9969
TBC1D3P2,440452
10-Mar,162333
CYB561,1534
LIMD2,80774
STRADA,92335
CCDC47,57003
FTSJ3,117246
SMARCD2,6603
CSH2,1443
GH2,2689
CSH1,1442
CSHL1,1444
GH1,2688
CD79B,974
SCN4A,6329
ICAM2,3384
ERN1,2081
TEX2,55852
PECAM1,5175
POLG2,11232
DDX5,1655
SMURF2,64750
PLEKHM1,9842
LRRC37A3,374819
LRRC37A3,374819
AMZ2P1,201283
GNA13,10672
AXIN2,8313
AXIN2,8313
CCDC46,201134
APOH,350
HELZ,9931
PSMD12,5718
C17orf58,284018
SLC16A6,9120
WIPI1,55062
FAM20A,54757
ABCA8,10351
ABCA9,10350
ABCA6,23460
ABCA10,10349
ABCA5,23461
SLC39A11,201266
FAM104A,84923
CDC42EP4,23580
SDK2,54549
C17orf54,283982
CD300LB,124599
CD300C,10871
CD300LD,100131439
CD300E,342510
CD300LF,146722
NAT9,26151
GRIN2C,2905
FDXR,2232
FADS6,283985
USH1G,124590
C17orf28,283987
ATP5H,10476
NT5C,30833
HN1,51155
SUMO2,6613
GGA3,23163
MIF4GD,57409
SLC25A19,60386
GRB2,2885
CASKIN2,57513
RECQL5,9400
GALK1,2584
H3F3B,3021
UNC13D,201294
WBP2,23558
TRIM47,91107
TRIM65,201292
MRPL38,64978
FBF1,85302
ACOX1,51
EVPL,2125
SRP68,6730
EXOC7,23265
FOXJ1,2302
QRICH2,84074
PRPSAP1,5635
UBE2O,63893
RHBDF2,79651
CYGB,114757
ST6GALNAC2,10610
ST6GALNAC1,55808
MXRA7,439921
JMJD6,23210
SRSF2,6427
FLJ45079,400624
TMC6,11322
TK1,7083
EPR1,8475
SOCS3,9021
DNAH17,8632
CYTH1,9267
USP36,57602
TIMP2,7077
LGALS3BP,3959
CANT1,124583
CBX8,57332
CBX4,8535
TBC1D16,125058
TBC1D16,125058
EIF4A3,9775
SGSH,6448
NPTX1,4884
FLJ46026,400627
FLJ90757,440465
C17orf56,146705
SLC38A10,124565
C17orf55,284185
TMEM105,284186
ACTG1,71
C17orf70,80233
NPLOC4,55666
PDE6G,5148
DYSFIP1,116729
P4HB,5034
ARHGDIA,396
THOC4,10189
PCYT2,5833
SIRT7,51547
MAFG,4097
PYCR1,5831
NOTUM,147111
STRA13,201254
DCXR,51181
DUS1L,64118
FASN,2194
CCDC57,284001
CCDC57,284001
CSNK1D,1453
CD7,924
SECTM1,6398
C17orf101,79701
C17orf62,79415
FOXK2,3607
WDR45L,56270
RAB40B,10966
ZNF750,79755
B3GNTL1,146712
USP14,9097
CETN1,1068
CLUL1,27098
TYMS,7298
ADCYAP1,116
NDC80,10403
SMCHD1,23347
EMILIN2,84034
MYL12A,10627
MYL12B,103910
TGIF1,7050
ARHGAP28,79822
PTPRM,5797
KIAA0802,23255
NDUFV2,4729
ANKRD12,23253
TWSG1,57045
RALBP1,10928
RAB31,11031
TXNDC2,84203
VAPA,9218
APCDD1,147495
NAPG,8774
GNAL,2774
CHMP1B,57132
IMPA2,3613
CIDEA,1149
TUBB6,84617
SLMO1,10650
PSMG2,56984
SEH1L,81929
CEP192,55125
C18orf1,753
C18orf15,147276
RNMT,8731
MC5R,4161
GREB1L,80000
SNRPD1,6632
MIB1,57534
GATA6,2627
RBBP8,5932
CABLES1,91768
RIOK3,8780
C18orf8,29919
LAMA3,3909
TTC39C,125488
CABYR,26256
IMPACT,55364
HRH4,59340
PSMA8,143471
CIAPIN1,57019
C18orf16,147429
DSG1,1828
DSG4,147409
DSG3,1830
DSG2,1829
TTR,7276
RNF125,54941
RNF138,51444
MEP1B,4225
DTNA,1837
MAPRE2,10982
ZNF397,84307
ZNF271,10778
GALNT1,2589
C18orf21,83608
ELP2,55250
MOCOS,55034
KIAA1328,57536
PIK3C3,5289
SETBP1,26040
SLC14A2,8170
SLC14A1,6563
SIGLEC15,284266
HAUS1,115106
C18orf25,147339
RNF165,494470
KATNAL2,83473
C18orf12,84322
KIAA0427,9811
LIPG,9388
SKA1,220134
MAPK4,5596
ME2,4200
ELAC1,55520
SMAD4,4089
DCC,1630
POLI,11201
C18orf26,284254
RAB27B,5874
WDR7,23335
BOD1P,284257
ST8SIA3,51046
ONECUT2,9480
NEDD4L,23327
MALT1,10892
ZNF532,55205
SEC11C,90701
GRP,2922
PMAIP1,5366
CDH20,28316
KIAA1468,57614
TNFRSF11A,8792
ZCCHC2,54877
PHLPP1,23239
SERPINB5,5268
SERPINB12,89777
SERPINB13,5275
SERPINB11,89778
SERPINB7,8710
SERPINB2,5055
SERPINB10,5273
SERPINB8,5271
CDH7,1005
CCDC102B,79839
DOK6,220164
SOCS6,9306
C18orf55,29090
CNDP2,55748
CNDP1,84735
ZNF407,55628
TSHZ1,10194
FLJ44313,400658
FLJ44881,400661
ZNF236,7776
GALR1,2587
SALL3,27164
ATP9B,374868
NFATC1,4772
CTDP1,9150
KCNG2,26251
RBFA,79863
ADNP2,22850
THOC1,9984
COLEC12,81035
C18orf56,494514
ENOSF1,55556
YES1,7525
C18orf2,56651
METTL4,64863
LPIN2,9663
MYOM1,8736
DLGAP1,9229
C18orf18,147525
ZFP161,7541
EPB41L3,23136
L3MBTL4,91133
RPL6,6128
LAMA1,284217
PPP4R1,9989
FAM38B,63895
FAM38B,63895
MPPE1,65258
AFG3L2,10939
SPIRE1,56907
CEP76,79959
PTPN2,5771
C18orf19,125228
MC2R,4158
ZNF519,162655
POTEC,388468
ROCK1,6093
ESCO1,114799
ABHD3,171586
CTAGE1,64693
C18orf45,85019
NPC1,4864
ANKRD29,147463
OSBPL1A,114876
ZNF521,25925
SS18,6760
KCTD1,284252
AQP4,361
CHST9,83539
CDH2,1000
DSC3,1825
DSC2,1824
DSC1,1823
B4GALT6,9331
TRAPPC8,22878
FAM59A,64762
KLHL14,57565
C18orf34,374864
NOL4,8715
ZSCAN30,100101467
ZNF24,7572
INO80C,125476
RPRD1A,55197
SLC39A6,25800
C18orf10,25941
CELF4,56853
RIT2,6014
SYT4,6860
KIAA1632,57724
PSTPIP2,9050
ATP5A1,498
LOXHD1,125336
ST8SIA5,29906
PIAS2,9063
TCEB3C,162699
TCEB3B,51224
HDHD2,84064
IER3IP1,51124
SMAD2,4087
SMAD2,4087
SMAD7,4092
DYM,54808
C18orf32,497661
RPL17,6139
ACAA2,10449
MYO5B,4645
CCDC11,220136
MBD1,4152
CXXC1,30827
MRO,83876
MEX3C,51320
MBD2,8932
STARD6,147323
CCDC68,80323
TCF4,6925
TXNL1,9352
FECH,2235
NARS,4677
ATP8B1,5205
ALPK2,115701
RAX,30062
CPLX4,339302
LMAN1,3998
CCBE1,147372
MC4R,4160
RNF152,220441
PIGN,23556
BCL2,596
KDSR,2531
VPS4B,9525
SERPINB4,6318
SERPINB3,6317
C18orf20,221241
CDH19,28513
DSEL,92126
TMX3,54495
CD226,10666
RTTN,25914
GTSCR1,220158
CBLN2,147381
NETO1,81832
FBXO15,201456
CYB5A,1528
